lat_deg,lon_deg,s_m,kappa_1pm,az_rad,leg_index
39.00109894,-76.49953824,696.1181261,0,-2.053512915e-10,5
39.00111696,-76.49953824,698.1181261,0,-2.053512915e-10,5
39.00113498,-76.49953824,700.1181261,0,-2.053512915e-10,5
39.00115299,-76.49953824,702.1181261,0,-2.053512915e-10,5
39.00117101,-76.49953824,704.1181261,0,-2.053512915e-10,5
39.00118902,-76.49953824,706.1181261,0,-2.053512915e-10,5
39.00120704,-76.49953824,708.1181261,0,-2.053512915e-10,5
39.00122505,-76.49953824,710.1181261,0,-2.053512915e-10,5
39.00124307,-76.49953824,712.1181261,0,-2.053512915e-10,5
39.00126108,-76.49953824,714.1181261,0,-2.053512915e-10,5
39.0012791,-76.49953824,716.1181261,0,-2.053512915e-10,5
39.00129712,-76.49953824,718.1181261,0,-2.053512915e-10,5
39.00131513,-76.49953824,720.1181261,0,-2.053512915e-10,5
39.00133315,-76.49953824,722.1181261,0,-2.053512915e-10,5
39.00135116,-76.49953824,724.1181261,0,-2.053512915e-10,5
39.00136918,-76.49953824,726.1181261,0,-2.053512915e-10,5
39.00138719,-76.49953824,728.1181261,0,-2.053512915e-10,5
39.00140521,-76.49953824,730.1181261,0,-2.053512915e-10,5
39.00142322,-76.49953824,732.1181261,0,-2.053512915e-10,5
39.00144124,-76.49953824,734.1181261,0,-2.053512915e-10,5
39.00145925,-76.49953824,736.1181261,0,-2.053512915e-10,5
39.00147727,-76.49953824,738.1181261,0,-2.053512915e-10,5
39.00149529,-76.49953824,740.1181261,0,-2.053512915e-10,5
39.0015133,-76.49953824,742.1181261,0,-2.053512915e-10,5
39.00153132,-76.49953824,744.1181261,0,-2.053512915e-10,5
39.00154933,-76.49953824,746.1181261,0,-2.053512915e-10,5
39.00156735,-76.49953824,748.1181261,0,-2.053512915e-10,5
39.00158536,-76.49953824,750.1181261,0,-2.053512915e-10,5
39.00160338,-76.49953824,752.1181261,0,-2.053512915e-10,5
39.00162139,-76.49953824,754.1181261,0,-2.053512915e-10,5
39.00163941,-76.49953824,756.1181261,0,-2.053512915e-10,5
39.00165743,-76.49953824,758.1181261,0,-2.053512915e-10,5
39.00167544,-76.49953824,760.1181261,0,-2.053512915e-10,5
39.00169346,-76.49953824,762.1181261,0,-2.053512915e-10,5
39.00171147,-76.49953824,764.1181261,0,-2.053512915e-10,5
39.00172949,-76.49953824,766.1181261,0,-2.053512915e-10,5
39.0017475,-76.49953824,768.1181261,0,-2.053512915e-10,5
39.00176552,-76.49953824,770.1181261,0,-2.053512915e-10,5
39.00178353,-76.49953824,772.1181261,0,-2.053512915e-10,5
39.00180155,-76.49953824,774.1181261,0,-2.053512915e-10,5
39.00181956,-76.49953824,776.1181261,0,-2.053512915e-10,5
39.00183758,-76.49953824,778.1181261,0,-2.053512915e-10,5
